num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga
2025S071195,2025-06-16T00:00:00Z,14:15:00,Call. Jaime El Conquistador / Call. Parroco Julio Morate,11,2,Arganzuela,Colision Fronto-lateral,Despejado,Turismo,Conductor,55-59,M,14,Sin asistencia sanitaria,440761,4472082,false,
2025S071195,2025-06-16T00:00:00Z,14:15:00,Call. Jaime El Conquistador / Call. Parroco Julio Morate,11,2,Arganzuela,Colision Fronto-lateral,Despejado,Turismo,Pasajero,21-24,M,14,Sin asistencia sanitaria,440761,4472082,false,
2025S071195,2025-06-16T00:00:00Z,14:15:00,Call. Jaime El Conquistador / Call. Parroco Julio Morate,11,2,Arganzuela,Colision Fronto-lateral,Despejado,Turismo,Pasajero,25-29,F,14,Sin asistencia sanitaria,440761,4472082,false,
2025S071196,2025-06-16T00:00:00Z,15:05:00,Call. Marcelo Usera / Call. Ferroviarios,69,12,Usera,Colision Fronto-lateral,Despejado,Turismo,Conductor,50-54,M,14,Sin asistencia sanitaria,440147,4470826,false,
2025S071196,2025-06-16T00:00:00Z,15:05:00,Call. Marcelo Usera / Call. Ferroviarios,69,12,Usera,Colision Fronto-lateral,Despejado,Turismo,Conductor,Más74,M,7,Asistencia sanitaria sólo en el lugar del accidente,440147,4470826,false,
2025S071196,2025-06-16T00:00:00Z,15:05:00,Call. Marcelo Usera / Call. Ferroviarios,69,12,Usera,Colision Fronto-lateral,Despejado,Turismo,Pasajero,10-14,F,7,Asistencia sanitaria sólo en el lugar del accidente,440147,4470826,false,
2025S071197,2025-06-16T00:00:00Z,15:45:00,"Autov. M-30, 06xc70",06XC70,15,Ciudad Lineal,Colision Multiple,Despejado,Furgoneta,Conductor,35-39,M,7,Asistencia sanitaria sólo en el lugar del accidente,444024,4475291,false,
2025S071197,2025-06-16T00:00:00Z,15:45:00,"Autov. M-30, 06xc70",06XC70,15,Ciudad Lineal,Colision Multiple,Despejado,Furgoneta,Conductor,45-49,M,14,Sin asistencia sanitaria,444024,4475291,false,
2025S071207,2025-06-16T00:00:00Z,15:45:00,Call. Ayala / Call. Alcala,1,4,Salamanca,Colision Frontal,Despejado,Turismo,Conductor,35-39,M,,,441533,4475486,false,
2025S071207,2025-06-16T00:00:00Z,15:45:00,Call. Ayala / Call. Alcala,1,4,Salamanca,Colision Frontal,Despejado,Turismo,Conductor,65-69,M,,,441533,4475486,false,
2025S071207,2025-06-16T00:00:00Z,15:45:00,Call. Ayala / Call. Alcala,1,4,Salamanca,Colision Frontal,Despejado,Turismo,Pasajero,40-44,M,,,441533,4475486,false,
2025S071207,2025-06-16T00:00:00Z,15:45:00,Call. Ayala / Call. Alcala,1,4,Salamanca,Colision Frontal,Despejado,Turismo,Pasajero,60-64,M,,,441533,4475486,false,
2025S071214,2025-06-16T00:00:00Z,16:10:00,"Call. Valmojado, 209",209,10,Latina,Atropello A Persona,Despejado,Motocicleta > 125cc,Conductor,40-44,M,14,Sin asistencia sanitaria,435609,4471271,false,
2025S071214,2025-06-16T00:00:00Z,16:10:00,"Call. Valmojado, 209",209,10,Latina,Atropello A Persona,Despejado,Motocicleta > 125cc,Peatón,35-39,M,14,Sin asistencia sanitaria,435609,4471271,false,
2025S071214,2025-06-16T00:00:00Z,16:10:00,"Call. Valmojado, 209",209,10,Latina,Atropello A Persona,Despejado,Motocicleta > 125cc,Peatón,Menor5,M,5,Asistencia sanitaria ambulatoria con posterioridad,435609,4471271,false,
2025S071219,2025-06-16T00:00:00Z,14:16:00,"Autov. M-30, 09xl00",09XL00,14,Moratalaz,Alcance,Despejado,Motocicleta hasta 125cc,Conductor,30-34,M,2,Ingreso inferior o igual a 24 horas,443504,4473070,false,
2025S071219,2025-06-16T00:00:00Z,14:16:00,"Autov. M-30, 09xl00",09XL00,14,Moratalaz,Alcance,Despejado,Turismo,Conductor,40-44,F,14,Sin asistencia sanitaria,443504,4473070,false,
2025S071223,2025-06-16T00:00:00Z,16:00:00,Call. Gutenberg / Call. Granada,10,3,Retiro,Atropello A Persona,Despejado,Turismo,Conductor,50-54,M,14,Sin asistencia sanitaria,442194,4472997,false,
2025S071223,2025-06-16T00:00:00Z,16:00:00,Call. Gutenberg / Call. Granada,10,3,Retiro,Atropello A Persona,Despejado,Turismo,Peatón,25-29,F,7,Asistencia sanitaria sólo en el lugar del accidente,442194,4472997,false,
2025S071270,2025-06-16T00:00:00Z,16:32:00,"Avda. Real De Pinto, 35",35,17,Villaverde,Caida,Despejado,VMU eléctrico,Conductor,18-20,M,1,Atención en urgencias sin posterior ingreso,440008,4466358,false,
2025S071271,2025-06-16T00:00:00Z,15:45:00,"Avda. Mediterraneo, 32",32,3,Retiro,Alcance,Despejado,Furgoneta,Conductor,25-29,M,14,Sin asistencia sanitaria,442907,4473145,false,
2025S071271,2025-06-16T00:00:00Z,15:45:00,"Avda. Mediterraneo, 32",32,3,Retiro,Alcance,Despejado,Turismo,Conductor,30-34,M,7,Asistencia sanitaria sólo en el lugar del accidente,442907,4473145,false,
2025S071282,2025-06-16T00:00:00Z,15:45:00,"Call. Toledo, 109",109,1,Centro,Colision Lateral,Despejado,Motocicleta hasta 125cc,Conductor,35-39,M,14,Sin asistencia sanitaria,439694,4473326,false,
2025S071282,2025-06-16T00:00:00Z,15:45:00,"Call. Toledo, 109",109,1,Centro,Colision Lateral,Despejado,Turismo,Conductor,40-44,M,14,Sin asistencia sanitaria,439694,4473326,false,
2025S071284,2025-06-16T00:00:00Z,15:15:00,Call. Topacio / Call. Metal,11,17,Villaverde,Caida,Despejado,Ciclomotor,Conductor,30-34,M,7,Asistencia sanitaria sólo en el lugar del accidente,441784,4466829,false,
2025S071284,2025-06-16T00:00:00Z,15:15:00,Call. Topacio / Call. Metal,11,17,Villaverde,Caida,Despejado,Furgoneta,Conductor,45-49,M,14,Sin asistencia sanitaria,441784,4466829,false,
2025S071286,2025-06-16T00:00:00Z,17:00:00,Call. General Oraa / Call. Francisco Silvela,86,4,Salamanca,Atropello A Persona,Despejado,Turismo,Conductor,30-34,F,14,Sin asistencia sanitaria,442662,4476344,false,
2025S071286,2025-06-16T00:00:00Z,17:00:00,Call. General Oraa / Call. Francisco Silvela,86,4,Salamanca,Atropello A Persona,Despejado,Turismo,Conductor,Desconocido,F,14,Sin asistencia sanitaria,442662,4476344,false,
2025S071286,2025-06-16T00:00:00Z,17:00:00,Call. General Oraa / Call. Francisco Silvela,86,4,Salamanca,Atropello A Persona,Despejado,Turismo,Peatón,35-39,M,5,Asistencia sanitaria ambulatoria con posterioridad,442662,4476344,false,
2025S071298,2025-06-16T00:00:00Z,19:00:00,Plaza. Eliptica / Call. Antonio De Leyva,5,11,Carabanchel,Colision Fronto-lateral,Despejado,Turismo,Conductor,35-39,M,,,439116,4470809,false,
2025S071298,2025-06-16T00:00:00Z,19:00:00,Plaza. Eliptica / Call. Antonio De Leyva,5,11,Carabanchel,Colision Fronto-lateral,Despejado,Turismo,Conductor,40-44,M,,,439116,4470809,false,
2025S071299,2025-06-16T00:00:00Z,18:15:00,"Paseo. Chopera, 2",2,2,Arganzuela,Colision Fronto-lateral,,Turismo,Conductor,35-39,F,,,440367,4471999,false,
2025S071299,2025-06-16T00:00:00Z,18:15:00,"Paseo. Chopera, 2",2,2,Arganzuela,Colision Fronto-lateral,,Turismo,Conductor,50-54,M,,,440367,4471999,false,
2025S071300,2025-06-16T00:00:00Z,17:05:00,Call. Cid / Call. Gil De Santivañes,6,4,Salamanca,Choque Contra Obstaculo Fijo,Despejado,Camión rígido,Conductor,40-44,M,14,Sin asistencia sanitaria,441484,4474881,false,
2025S071300,2025-06-16T00:00:00Z,17:05:00,Call. Cid / Call. Gil De Santivañes,6,4,Salamanca,Choque Contra Obstaculo Fijo,Despejado,Camión rígido,Pasajero,21-24,M,14,Sin asistencia sanitaria,441484,4474881,false,
2025S071302,2025-06-16T00:00:00Z,18:35:00,Plaza. Eliptica / Autov. A-42,1,12,Usera,Choque Contra Obstaculo Fijo,,Autobús,Conductor,50-54,M,,,439046,4470615,false,
2025S071302,2025-06-16T00:00:00Z,18:35:00,Plaza. Eliptica / Autov. A-42,1,12,Usera,Choque Contra Obstaculo Fijo,,Turismo,Conductor,25-29,F,,,439046,4470615,false,
2025S071302,2025-06-16T00:00:00Z,18:35:00,Plaza. Eliptica / Autov. A-42,1,12,Usera,Choque Contra Obstaculo Fijo,,Turismo,Pasajero,25-29,M,,,439046,4470615,false,
2025S071305,2025-06-16T00:00:00Z,17:34:00,Avda. Montecarmelo / Avda. Monasterio De El Escorial,31,8,Fuencarral-el Pardo,Colision Fronto-lateral,Despejado,Motocicleta hasta 125cc,Conductor,50-54,F,1,Atención en urgencias sin posterior ingreso,440783,4483987,true,
2025S071305,2025-06-16T00:00:00Z,17:34:00,Avda. Montecarmelo / Avda. Monasterio De El Escorial,31,8,Fuencarral-el Pardo,Colision Fronto-lateral,Despejado,Turismo,Conductor,50-54,F,14,Sin asistencia sanitaria,440783,4483987,false,
2025S071307,2025-06-16T00:00:00Z,19:20:00,"Autov. M-30, 02xl50",02XL50,15,Ciudad Lineal,Colision Multiple,Despejado,Turismo,Conductor,50-54,F,,,443455,4479391,false,
2025S071307,2025-06-16T00:00:00Z,19:20:00,"Autov. M-30, 02xl50",02XL50,15,Ciudad Lineal,Colision Multiple,Despejado,Turismo,Conductor,55-59,M,,,443455,4479391,false,
2025S071307,2025-06-16T00:00:00Z,19:20:00,"Autov. M-30, 02xl50",02XL50,15,Ciudad Lineal,Colision Multiple,Despejado,Turismo,Conductor,60-64,F,,,443455,4479391,false,
2025S071310,2025-06-16T00:00:00Z,17:40:00,"Avda. Democracia, 15",15,13,Puente De Vallecas,Choque Contra Obstaculo Fijo,Despejado,Tractocamión,Conductor,55-59,M,14,Sin asistencia sanitaria,447101,4470984,false,
2025S071312,2025-06-16T00:00:00Z,17:10:00,"Call. Arturo Soria, 315",315,15,Ciudad Lineal,Alcance,Despejado,Turismo,Conductor,50-54,M,,,443365,4481184,false,
2025S071312,2025-06-16T00:00:00Z,17:10:00,"Call. Arturo Soria, 315",315,15,Ciudad Lineal,Alcance,Despejado,Turismo,Conductor,55-59,M,,,443365,4481184,false,
2025S071314,2025-06-16T00:00:00Z,18:30:00,"Call. Ezequiel Solana, 46",46,15,Ciudad Lineal,Choque Contra Obstaculo Fijo,Despejado,Motocicleta hasta 125cc,Conductor,30-34,F,14,Sin asistencia sanitaria,445277,4475784,false,
2025S071314,2025-06-16T00:00:00Z,18:30:00,"Call. Ezequiel Solana, 46",46,15,Ciudad Lineal,Choque Contra Obstaculo Fijo,Despejado,Motocicleta hasta 125cc,Pasajero,35-39,M,,,445277,4475784,false,
2025S071314,2025-06-16T00:00:00Z,18:30:00,"Call. Ezequiel Solana, 46",46,15,Ciudad Lineal,Choque Contra Obstaculo Fijo,Despejado,Turismo,Conductor,45-49,M,14,Sin asistencia sanitaria,445277,4475784,false,
2025S071315,2025-06-16T00:00:00Z,18:30:00,"Call. Domingo Parraga, 84",84,17,Villaverde,Vuelco,Despejado,Furgoneta,Conductor,40-44,M,14,Sin asistencia sanitaria,438518,4465811,false,
2025S071315,2025-06-16T00:00:00Z,18:30:00,"Call. Domingo Parraga, 84",84,17,Villaverde,Vuelco,Despejado,Turismo,Conductor,45-49,F,7,Asistencia sanitaria sólo en el lugar del accidente,438518,4465811,false,
2025S071319,2025-06-16T00:00:00Z,18:00:00,"Call. Villalobos, 63",63,13,Puente De Vallecas,Colision Lateral,Despejado,Furgoneta,Conductor,30-34,M,,,444898,4470315,false,
2025S071319,2025-06-16T00:00:00Z,18:00:00,"Call. Villalobos, 63",63,13,Puente De Vallecas,Colision Lateral,Despejado,Furgoneta,Pasajero,40-44,F,,,444898,4470315,false,
2025S071319,2025-06-16T00:00:00Z,18:00:00,"Call. Villalobos, 63",63,13,Puente De Vallecas,Colision Lateral,Despejado,Turismo,Conductor,35-39,F,,,444898,4470315,false,
2025S071321,2025-06-16T00:00:00Z,19:20:00,"Autov. M-30, 09va85",09VA85,13,Puente De Vallecas,Alcance,Despejado,Turismo,Conductor,40-44,M,,,443258,4472238,false,
2025S071321,2025-06-16T00:00:00Z,19:20:00,"Autov. M-30, 09va85",09VA85,13,Puente De Vallecas,Alcance,Despejado,Turismo,Conductor,45-49,M,,,443258,4472238,false,
2025S071326,2025-06-16T00:00:00Z,18:45:00,"Call. Agastia, 61",61,15,Ciudad Lineal,Alcance,Despejado,Todo terreno,Conductor,35-39,F,7,Asistencia sanitaria sólo en el lugar del accidente,444596,4477691,false,
2025S071326,2025-06-16T00:00:00Z,18:45:00,"Call. Agastia, 61",61,15,Ciudad Lineal,Alcance,Despejado,Turismo,Conductor,50-54,M,7,Asistencia sanitaria sólo en el lugar del accidente,444596,4477691,false,
2025S071326,2025-06-16T00:00:00Z,18:45:00,"Call. Agastia, 61",61,15,Ciudad Lineal,Alcance,Despejado,Turismo,Conductor,Desconocido,Desconocido,,,444596,4477691,false,
2025S071327,2025-06-16T00:00:00Z,19:00:00,Plaza. Emperador Carlos V / Paseo. Prado,1,1,Centro,Colision Fronto-lateral,,Turismo,Conductor,25-29,M,,,441277,4473416,false,
2025S071327,2025-06-16T00:00:00Z,19:00:00,Plaza. Emperador Carlos V / Paseo. Prado,1,1,Centro,Colision Fronto-lateral,,Turismo,Conductor,Desconocido,Desconocido,,,441277,4473416,false,
2025S071328,2025-06-16T00:00:00Z,18:00:00,Call. O'donnell / Call. Fernan Gonzalez,45,4,Salamanca,Colision Fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,30-34,M,3,Ingreso superior a 24 horas,442791,4474760,false,
2025S071328,2025-06-16T00:00:00Z,18:00:00,Call. O'donnell / Call. Fernan Gonzalez,45,4,Salamanca,Colision Fronto-lateral,Despejado,Turismo,Conductor,55-59,F,14,Sin asistencia sanitaria,442791,4474760,false,
2025S071328,2025-06-16T00:00:00Z,18:00:00,Call. O'donnell / Call. Fernan Gonzalez,45,4,Salamanca,Colision Fronto-lateral,Despejado,Turismo,Pasajero,21-24,F,14,Sin asistencia sanitaria,442791,4474760,false,
2025S071329,2025-06-16T00:00:00Z,18:32:00,"Autov. M-500, Km 3.8",0,9,Moncloa-aravaca,Alcance,Despejado,Furgoneta,Conductor,55-59,M,,,436059,4477463,false,
2025S071329,2025-06-16T00:00:00Z,18:32:00,"Autov. M-500, Km 3.8",0,9,Moncloa-aravaca,Alcance,Despejado,Turismo,Conductor,45-49,M,,,436059,4477463,false,
2025S071329,2025-06-16T00:00:00Z,18:32:00,"Autov. M-500, Km 3.8",0,9,Moncloa-aravaca,Alcance,Despejado,Turismo,Conductor,55-59,M,,,436059,4477463,false,
2025S071331,2025-06-16T00:00:00Z,16:30:00,Call. Doctor Martin Arevalo / Call. Cobalto,8,17,Villaverde,Colision Fronto-lateral,Despejado,Turismo,Conductor,21-24,M,,,440197,4466413,false,
2025S071331,2025-06-16T00:00:00Z,16:30:00,Call. Doctor Martin Arevalo / Call. Cobalto,8,17,Villaverde,Colision Fronto-lateral,Despejado,Turismo,Conductor,60-64,M,,,440197,4466413,false,
2025S071349,2025-06-16T00:00:00Z,18:20:00,"Autov. M-30, 03xl50",03XL50,15,Ciudad Lineal,Alcance,Despejado,Turismo,Conductor,35-39,M,,,443782,4478427,false,
2025S071349,2025-06-16T00:00:00Z,18:20:00,"Autov. M-30, 03xl50",03XL50,15,Ciudad Lineal,Alcance,Despejado,Turismo,Conductor,40-44,M,,,443782,4478427,false,
2025S071349,2025-06-16T00:00:00Z,18:20:00,"Autov. M-30, 03xl50",03XL50,15,Ciudad Lineal,Alcance,Despejado,Turismo,Pasajero,35-39,F,,,443782,4478427,false,
2025S071349,2025-06-16T00:00:00Z,18:20:00,"Autov. M-30, 03xl50",03XL50,15,Ciudad Lineal,Alcance,Despejado,Turismo,Pasajero,Menor5,M,,,443782,4478427,false,
2025S071351,2025-06-16T00:00:00Z,19:20:00,Call. Rafael Calvo / Call. Alfonso X,33,7,Chamberi,Alcance,Despejado,Turismo,Conductor,30-34,M,14,Sin asistencia sanitaria,441293,4476160,false,
2025S071351,2025-06-16T00:00:00Z,19:20:00,Call. Rafael Calvo / Call. Alfonso X,33,7,Chamberi,Alcance,Despejado,Turismo,Conductor,35-39,M,14,Sin asistencia sanitaria,441293,4476160,false,
2025S071355,2025-06-16T00:00:00Z,20:10:00,"Call. Domingo Parraga, 84c",84C,17,Villaverde,Alcance,Despejado,Turismo,Conductor,25-29,F,7,Asistencia sanitaria sólo en el lugar del accidente,438607,4465821,false,
2025S071355,2025-06-16T00:00:00Z,20:10:00,"Call. Domingo Parraga, 84c",84C,17,Villaverde,Alcance,Despejado,Turismo,Conductor,40-44,F,14,Sin asistencia sanitaria,438607,4465821,false,
2025S071355,2025-06-16T00:00:00Z,20:10:00,"Call. Domingo Parraga, 84c",84C,17,Villaverde,Alcance,Despejado,Turismo,Pasajero,15-17,F,14,Sin asistencia sanitaria,438607,4465821,false,
2025S071355,2025-06-16T00:00:00Z,20:10:00,"Call. Domingo Parraga, 84c",84C,17,Villaverde,Alcance,Despejado,Turismo,Pasajero,18-20,F,14,Sin asistencia sanitaria,438607,4465821,false,
2025S071355,2025-06-16T00:00:00Z,20:10:00,"Call. Domingo Parraga, 84c",84C,17,Villaverde,Alcance,Despejado,Turismo,Pasajero,25-29,M,14,Sin asistencia sanitaria,438607,4465821,false,
2025S071355,2025-06-16T00:00:00Z,20:10:00,"Call. Domingo Parraga, 84c",84C,17,Villaverde,Alcance,Despejado,Turismo,Pasajero,6-9,F,14,Sin asistencia sanitaria,438607,4465821,false,
2025S071355,2025-06-16T00:00:00Z,20:10:00,"Call. Domingo Parraga, 84c",84C,17,Villaverde,Alcance,Despejado,Turismo,Pasajero,Menor5,F,14,Sin asistencia sanitaria,438607,4465821,false,
2025S071357,2025-06-16T00:00:00Z,20:29:00,Avda. Pio Xii / Call. Caidos De La Division Azul,44,5,Chamartin,Colision Lateral,Despejado,Turismo,Conductor,45-49,M,14,Sin asistencia sanitaria,442835,4479840,false,
2025S071357,2025-06-16T00:00:00Z,20:29:00,Avda. Pio Xii / Call. Caidos De La Division Azul,44,5,Chamartin,Colision Lateral,Despejado,Turismo,Conductor,50-54,M,14,Sin asistencia sanitaria,442835,4479840,false,
2025S071357,2025-06-16T00:00:00Z,20:29:00,Avda. Pio Xii / Call. Caidos De La Division Azul,44,5,Chamartin,Colision Lateral,Despejado,Turismo,Pasajero,10-14,F,,,442835,4479840,false,
2025S071357,2025-06-16T00:00:00Z,20:29:00,Avda. Pio Xii / Call. Caidos De La Division Azul,44,5,Chamartin,Colision Lateral,Despejado,Turismo,Pasajero,21-24,F,,,442835,4479840,false,
2025S071358,2025-06-16T00:00:00Z,18:35:00,Cmno. Pozo Del Tio Raimundo / Cmno. Hormigueras,15,18,Villa De Vallecas,Alcance,Despejado,Turismo,Conductor,40-44,M,,,444924,4469295,false,
2025S071358,2025-06-16T00:00:00Z,18:35:00,Cmno. Pozo Del Tio Raimundo / Cmno. Hormigueras,15,18,Villa De Vallecas,Alcance,Despejado,Turismo,Conductor,45-49,M,,,444924,4469295,false,
2025S071359,2025-06-16T00:00:00Z,18:30:00,Paseo. Uruguay / Paseo. Fernan Nuñez,1,3,Retiro,Atropello A Persona,Despejado,Otros vehículos sin motor,Conductor,10-14,F,14,Sin asistencia sanitaria,442418,4473700,false,
2025S071359,2025-06-16T00:00:00Z,18:30:00,Paseo. Uruguay / Paseo. Fernan Nuñez,1,3,Retiro,Atropello A Persona,Despejado,Otros vehículos sin motor,Peatón,10-14,F,7,Asistencia sanitaria sólo en el lugar del accidente,442418,4473700,false,
2025S071361,2025-06-16T00:00:00Z,19:00:00,"Call. Camino De Los Vinateros, 108",108,14,Moratalaz,Choque Contra Obstaculo Fijo,,Camión rígido,Conductor,45-49,F,,,445148,4473259,false,
2025S071362,2025-06-16T00:00:00Z,21:10:00,"Call. Mendez Alvaro, 84",84,13,Puente De Vallecas,Colision Lateral,Despejado,Furgoneta,Conductor,25-29,M,14,Sin asistencia sanitaria,442679,4471443,false,
2025S071362,2025-06-16T00:00:00Z,21:10:00,"Call. Mendez Alvaro, 84",84,13,Puente De Vallecas,Colision Lateral,Despejado,Furgoneta,Pasajero,30-34,M,,,442679,4471443,false,
2025S071362,2025-06-16T00:00:00Z,21:10:00,"Call. Mendez Alvaro, 84",84,13,Puente De Vallecas,Colision Lateral,Despejado,Turismo,Conductor,30-34,F,14,Sin asistencia sanitaria,442679,4471443,false,
2025S071365,2025-06-16T00:00:00Z,17:50:00,"Call. Gamonal, 45",45,18,Villa De Vallecas,Colision Fronto-lateral,Despejado,Furgoneta,Conductor,30-34,F,14,Sin asistencia sanitaria,445561,4469409,false,
2025S071365,2025-06-16T00:00:00Z,17:50:00,"Call. Gamonal, 45",45,18,Villa De Vallecas,Colision Fronto-lateral,Despejado,Turismo,Conductor,45-49,M,14,Sin asistencia sanitaria,445561,4469409,false,
2025S071383,2025-06-16T00:00:00Z,20:50:00,"Avda. Daroca, 24",24,15,Ciudad Lineal,Choque Contra Obstaculo Fijo,Despejado,Turismo,Conductor,25-29,F,14,Sin asistencia sanitaria,444247,4475750,false,
2025S071383,2025-06-16T00:00:00Z,20:50:00,"Avda. Daroca, 24",24,15,Ciudad Lineal,Choque Contra Obstaculo Fijo,Despejado,Turismo,Conductor,60-64,F,7,Asistencia sanitaria sólo en el lugar del accidente,444247,4475750,false,
2025S071386,2025-06-16T00:00:00Z,21:00:00,Call. Arturo Soria / Call. Bueso Pineda,162A,15,Ciudad Lineal,Caida,Despejado,Motocicleta hasta 125cc,Conductor,30-34,M,7,Asistencia sanitaria sólo en el lugar del accidente,444449,4478383,false,
2025S071396,2025-06-16T00:00:00Z,21:55:00,"Call. Jose Martinez De Velasco, 22",22,3,Retiro,Caida,Despejado,Motocicleta > 125cc,Conductor,30-34,F,2,Ingreso inferior o igual a 24 horas,443370,4473981,false,
2025S071399,2025-06-16T00:00:00Z,22:18:00,"Call. Hulla, 22",22,17,Villaverde,Atropello A Persona,Despejado,Turismo,Conductor,35-39,F,14,Sin asistencia sanitaria,442579,4465738,false,
2025S071399,2025-06-16T00:00:00Z,22:18:00,"Call. Hulla, 22",22,17,Villaverde,Atropello A Persona,Despejado,Turismo,Peatón,25-29,F,6,Asistencia sanitaria inmediata en centro de salud o mutua,442579,4465738,false,
2025S071406,2025-06-16T00:00:00Z,22:45:00,"Paseo. Santa Maria De La Cabeza, 81",81,2,Arganzuela,Colision Multiple,,Turismo,Conductor,30-34,M,,,440469,4472242,false,
2025S071406,2025-06-16T00:00:00Z,22:45:00,"Paseo. Santa Maria De La Cabeza, 81",81,2,Arganzuela,Colision Multiple,,Turismo,Conductor,Desconocido,Desconocido,,,440469,4472242,false,
2025S071407,2025-06-16T00:00:00Z,23:30:00,Ronda. Toledo / Gta. Embajadores,1,1,Centro,Caida,Despejado,Bicicleta,Conductor,25-29,F,7,Asistencia sanitaria sólo en el lugar del accidente,440333,4472969,false,
2025S071409,2025-06-16T00:00:00Z,23:35:00,"Call. Hiedra, 9",9,5,Chamartin,Alcance,Despejado,Turismo,Conductor,50-54,M,14,Sin asistencia sanitaria,442400,4480371,false,
2025S071409,2025-06-16T00:00:00Z,23:35:00,"Call. Hiedra, 9",9,5,Chamartin,Alcance,Despejado,Turismo,Conductor,55-59,F,14,Sin asistencia sanitaria,442400,4480371,false,
2025S071412,2025-06-16T00:00:00Z,23:45:00,Call. Principe De Vergara / Call. Maria De Molina,96,4,Salamanca,Alcance,Despejado,Motocicleta hasta 125cc,Conductor,40-44,M,1,Atención en urgencias sin posterior ingreso,442404,4476515,false,
2025S071412,2025-06-16T00:00:00Z,23:45:00,Call. Principe De Vergara / Call. Maria De Molina,96,4,Salamanca,Alcance,Despejado,Turismo,Conductor,50-54,M,14,Sin asistencia sanitaria,442404,4476515,false,
2025S071413,2025-06-16T00:00:00Z,23:35:00,Paseo. Extremadura / Call. Francisco Brizuela,158,10,Latina,Choque Contra Obstaculo Fijo,Despejado,Turismo,Conductor,21-24,M,,,436739,4473232,false,
2025S071421,2025-06-16T00:00:00Z,23:30:00,Plaza. Conde De Casal,136,3,Retiro,Colision Lateral,Despejado,Turismo,Conductor,21-24,M,,,443085,4473020,false,
2025S071421,2025-06-16T00:00:00Z,23:30:00,Plaza. Conde De Casal,136,3,Retiro,Colision Lateral,Despejado,Turismo,Conductor,45-49,M,,,443085,4473020,false,
2025S071462,2025-06-16T00:00:00Z,14:35:00,Avda. Menendez Pelayo / Call. O'donnell,8,4,Salamanca,Alcance,Despejado,Turismo,Conductor,50-54,F,7,Asistencia sanitaria sólo en el lugar del accidente,442306,4474812,false,
2025S071600,2025-06-16T00:00:00Z,11:45:00,"Call. Orduña, 2",2,8,Fuencarral-el Pardo,Choque Contra Obstaculo Fijo,Despejado,Turismo,Conductor,35-39,F,,,441603,4482337,false,
2025S071620,2025-06-16T00:00:00Z,14:55:00,"Call. Sepulveda, 7a",7A,10,Latina,Colision Fronto-lateral,,Turismo,Conductor,21-24,F,,,438047,4473106,false,
2025S071620,2025-06-16T00:00:00Z,14:55:00,"Call. Sepulveda, 7a",7A,10,Latina,Colision Fronto-lateral,,Turismo,Conductor,30-34,M,,,438047,4473106,false,
2025S072124,2025-06-16T00:00:00Z,13:20:00,Pobladura Del Valle - Ajofrin,22,20,San Blas-canillejas,Alcance,Despejado,Turismo,Conductor,60-64,F,14,Sin asistencia sanitaria,447120,4474949,false,
2025S072124,2025-06-16T00:00:00Z,13:20:00,Pobladura Del Valle - Ajofrin,22,20,San Blas-canillejas,Alcance,Despejado,Turismo,Conductor,65-69,M,14,Sin asistencia sanitaria,447120,4474949,false,
2025S072124,2025-06-16T00:00:00Z,13:20:00,Pobladura Del Valle - Ajofrin,22,20,San Blas-canillejas,Alcance,Despejado,Turismo,Pasajero,65-69,F,14,Sin asistencia sanitaria,447120,4474949,false,
2025S075811,2025-06-16T00:00:00Z,17:15:00,"Avda. Albufera, 1",1,13,Puente De Vallecas,Alcance,,Autobús,Conductor,60-64,M,,,443233,4472188,false,
2025S075811,2025-06-16T00:00:00Z,17:15:00,"Avda. Albufera, 1",1,13,Puente De Vallecas,Alcance,,Turismo,Conductor,40-44,M,,,443233,4472188,false,
2025S071418,2025-06-17T00:00:00Z,1:10:00,"Call. Fuente Carrantona, 8",8,14,Moratalaz,Colision Fronto-lateral,Despejado,Turismo,Conductor,65-69,M,,,445941,4472325,false,
2025S071418,2025-06-17T00:00:00Z,1:10:00,"Call. Fuente Carrantona, 8",8,14,Moratalaz,Colision Fronto-lateral,Despejado,Turismo,Conductor,Desconocido,Desconocido,,,445941,4472325,false,
2025S071429,2025-06-17T00:00:00Z,1:07:00,"Paseo. Santa Maria De La Cabeza, 74",74,2,Arganzuela,Otro,,Turismo,Conductor,50-54,M,,,440523,4472324,true,
2025S071429,2025-06-17T00:00:00Z,1:07:00,"Paseo. Santa Maria De La Cabeza, 74",74,2,Arganzuela,Otro,,Turismo,Conductor,Desconocido,Desconocido,,,440523,4472324,false,
2025S071435,2025-06-17T00:00:00Z,4:00:00,Paseo. Castellana / Paseo. La Habana,116,5,Chamartin,Choque Contra Obstaculo Fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,,,441435,4477651,false,
2025S071439,2025-06-17T00:00:00Z,1:55:00,"Call. Monte Oliveti, 9",9,13,Puente De Vallecas,Choque Contra Obstaculo Fijo,Despejado,Turismo,Conductor,45-49,M,,,443339,4472164,true,
