num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga
2025S012894,2025-02-04T00:00:00Z,15:15:00,Plaza. Legazpi / Paseo. Delicias,1,2,Arganzuela,Colision Lateral,Despejado,Tractocamión,Conductor,40-44,M,,,441010,4471429,false,
2025S012894,2025-02-04T00:00:00Z,15:15:00,Plaza. Legazpi / Paseo. Delicias,1,2,Arganzuela,Colision Lateral,Despejado,Turismo,Conductor,60-64,M,,,441010,4471429,false,
2025S012895,2025-02-04T00:00:00Z,14:10:00,"Call. Alcala, 220",220,15,Ciudad Lineal,Colision Lateral,Despejado,Motocicleta > 125cc,Conductor,25-29,M,2,Ingreso inferior o igual a 24 horas,443976,4475863,false,
2025S012895,2025-02-04T00:00:00Z,14:10:00,"Call. Alcala, 220",220,15,Ciudad Lineal,Colision Lateral,Despejado,Turismo,Conductor,40-44,M,14,Sin asistencia sanitaria,443976,4475863,false,
2025S012909,2025-02-04T00:00:00Z,14:20:00,"Avda. Moratalaz, 176",176,14,Moratalaz,Colision Frontal,Despejado,Furgoneta,Conductor,30-34,F,14,Sin asistencia sanitaria,445353,4473305,false,
2025S012909,2025-02-04T00:00:00Z,14:20:00,"Avda. Moratalaz, 176",176,14,Moratalaz,Colision Frontal,Despejado,Furgoneta,Conductor,Desconocido,Desconocido,14,Sin asistencia sanitaria,445353,4473305,false,
2025S012909,2025-02-04T00:00:00Z,14:20:00,"Avda. Moratalaz, 176",176,14,Moratalaz,Colision Frontal,Despejado,Turismo,Conductor,Más74,M,6,Asistencia sanitaria inmediata en centro de salud o mutua,445353,4473305,false,
2025S012927,2025-02-04T00:00:00Z,15:25:00,"Paseo. Castellana, 67",67,7,Chamberi,Alcance,Despejado,Bicicleta,Conductor,21-24,M,2,Ingreso inferior o igual a 24 horas,441361,4477414,false,
2025S012927,2025-02-04T00:00:00Z,15:25:00,"Paseo. Castellana, 67",67,7,Chamberi,Alcance,Despejado,Motocicleta > 125cc,Conductor,45-49,M,14,Sin asistencia sanitaria,441361,4477414,false,
2025S012927,2025-02-04T00:00:00Z,15:25:00,"Paseo. Castellana, 67",67,7,Chamberi,Alcance,Despejado,Turismo,Conductor,Desconocido,Desconocido,,,441361,4477414,false,
2025S012936,2025-02-04T00:00:00Z,16:48:00,"Autov. M-30, 08nl90",08NL90,3,Retiro,Alcance,,Turismo,Conductor,35-39,F,,,443580,4473239,false,
2025S012937,2025-02-04T00:00:00Z,15:25:00,"Autov. M-30, 10xl50",10XL50,13,Puente De Vallecas,Alcance,,Turismo,Conductor,40-44,F,,,442893,4471802,false,
2025S012937,2025-02-04T00:00:00Z,15:25:00,"Autov. M-30, 10xl50",10XL50,13,Puente De Vallecas,Alcance,,Turismo,Conductor,45-49,F,,,442893,4471802,false,
2025S012949,2025-02-04T00:00:00Z,15:04:00,"Paseo. Castellana, 2",2,4,Salamanca,Choque Contra Obstaculo Fijo,Despejado,Ciclomotor,Conductor,30-34,M,,,441490,4475248,false,
2025S012950,2025-02-04T00:00:00Z,15:20:00,Call. Castillo De Ucles / Call. Castillo De Simancas,49,20,San Blas-canillejas,Colision Lateral,Despejado,Turismo,Conductor,55-59,M,,,447182,4475948,false,
2025S012950,2025-02-04T00:00:00Z,15:20:00,Call. Castillo De Ucles / Call. Castillo De Simancas,49,20,San Blas-canillejas,Colision Lateral,Despejado,Turismo,Conductor,Desconocido,Desconocido,,,447182,4475948,false,
2025S012958,2025-02-04T00:00:00Z,15:45:00,Call. Bravo Murillo / Call. Nardo,267,6,Tetuan,Colision Fronto-lateral,Despejado,Motocicleta hasta 125cc,Conductor,30-34,M,5,Asistencia sanitaria ambulatoria con posterioridad,441263,4479637,false,
2025S012958,2025-02-04T00:00:00Z,15:45:00,Call. Bravo Murillo / Call. Nardo,267,6,Tetuan,Colision Fronto-lateral,Despejado,Turismo,Conductor,30-34,M,7,Asistencia sanitaria sólo en el lugar del accidente,441263,4479637,false,
2025S012958,2025-02-04T00:00:00Z,15:45:00,Call. Bravo Murillo / Call. Nardo,267,6,Tetuan,Colision Fronto-lateral,Despejado,Turismo,Pasajero,30-34,M,14,Sin asistencia sanitaria,441263,4479637,false,
2025S012963,2025-02-04T00:00:00Z,17:45:00,Call. Puerto De Reinosa / Call. Real De Arganda,1,18,Villa De Vallecas,Colision Frontal,Despejado,Turismo,Conductor,45-49,M,14,Sin asistencia sanitaria,447773,4470042,false,
2025S012963,2025-02-04T00:00:00Z,17:45:00,Call. Puerto De Reinosa / Call. Real De Arganda,1,18,Villa De Vallecas,Colision Frontal,Despejado,Turismo,Conductor,50-54,M,14,Sin asistencia sanitaria,447773,4470042,false,
2025S012966,2025-02-04T00:00:00Z,17:20:00,Call. Real De Arganda / Avda. Ensanche De Vallecas,64,18,Villa De Vallecas,Alcance,,Furgoneta,Conductor,55-59,M,,,447933,4470042,true,
2025S012966,2025-02-04T00:00:00Z,17:20:00,Call. Real De Arganda / Avda. Ensanche De Vallecas,64,18,Villa De Vallecas,Alcance,,Turismo,Conductor,40-44,F,,,447933,4470042,false,
2025S012974,2025-02-04T00:00:00Z,17:05:00,"Call. Arenas De San Pedro, 40",40,10,Latina,Atropello A Persona,Despejado,Turismo,Conductor,45-49,M,14,Sin asistencia sanitaria,433849,4471876,false,
2025S012974,2025-02-04T00:00:00Z,17:05:00,"Call. Arenas De San Pedro, 40",40,10,Latina,Atropello A Persona,Despejado,Turismo,Peatón,Menor5,M,2,Ingreso inferior o igual a 24 horas,433849,4471876,false,
2025S012988,2025-02-04T00:00:00Z,17:15:00,Call. Isla De Java / Avda. Soto Palacios,45,8,Fuencarral-el Pardo,Colision Lateral,Despejado,Turismo,Conductor,50-54,F,,,442007,4482417,false,
2025S012988,2025-02-04T00:00:00Z,17:15:00,Call. Isla De Java / Avda. Soto Palacios,45,8,Fuencarral-el Pardo,Colision Lateral,Despejado,Turismo,Conductor,Desconocido,Desconocido,,,442007,4482417,false,
2025S013002,2025-02-04T00:00:00Z,18:15:00,"Call. Sierra De Guadalupe, 23",23,18,Villa De Vallecas,Colision Lateral,Despejado,Bicicleta,Conductor,25-29,M,,,447001,4470341,false,
2025S013002,2025-02-04T00:00:00Z,18:15:00,"Call. Sierra De Guadalupe, 23",23,18,Villa De Vallecas,Colision Lateral,Despejado,Turismo,Conductor,40-44,F,14,Sin asistencia sanitaria,447001,4470341,false,
2025S013005,2025-02-04T00:00:00Z,15:15:00,Call. Nicolas Salmeron / Call. Villaescusa,1,15,Ciudad Lineal,Colision Fronto-lateral,Despejado,Turismo,Conductor,30-34,F,14,Sin asistencia sanitaria,446247,4474730,false,
2025S013005,2025-02-04T00:00:00Z,15:15:00,Call. Nicolas Salmeron / Call. Villaescusa,1,15,Ciudad Lineal,Colision Fronto-lateral,Despejado,Turismo,Conductor,55-59,M,7,Asistencia sanitaria sólo en el lugar del accidente,446247,4474730,false,
2025S013005,2025-02-04T00:00:00Z,15:15:00,Call. Nicolas Salmeron / Call. Villaescusa,1,15,Ciudad Lineal,Colision Fronto-lateral,Despejado,Turismo,Pasajero,21-24,F,14,Sin asistencia sanitaria,446247,4474730,false,
2025S013010,2025-02-04T00:00:00Z,16:35:00,Avda. Mayorazgo / Ctra. Villaverde A Vallecas,1,18,Villa De Vallecas,Alcance,,Motocicleta > 125cc,Conductor,30-34,M,14,Sin asistencia sanitaria,445893,4469344,false,
2025S013010,2025-02-04T00:00:00Z,16:35:00,Avda. Mayorazgo / Ctra. Villaverde A Vallecas,1,18,Villa De Vallecas,Alcance,,Turismo,Conductor,40-44,M,14,Sin asistencia sanitaria,445893,4469344,false,
2025S013021,2025-02-04T00:00:00Z,18:30:00,Call. Velazquez / Call. Oquendo,138A,5,Chamartin,Colision Lateral,Despejado,Motocicleta > 125cc,Conductor,55-59,M,7,Asistencia sanitaria sólo en el lugar del accidente,442087,4476852,false,
2025S013021,2025-02-04T00:00:00Z,18:30:00,Call. Velazquez / Call. Oquendo,138A,5,Chamartin,Colision Lateral,Despejado,Turismo,Conductor,45-49,F,14,Sin asistencia sanitaria,442087,4476852,false,
2025S013023,2025-02-04T00:00:00Z,16:45:00,"Call. Antonio Lopez, 217a",217A,12,Usera,Colision Fronto-lateral,,Turismo,Conductor,40-44,M,14,Sin asistencia sanitaria,440953,4470410,false,
2025S013023,2025-02-04T00:00:00Z,16:45:00,"Call. Antonio Lopez, 217a",217A,12,Usera,Colision Fronto-lateral,,Turismo,Conductor,70-74,F,14,Sin asistencia sanitaria,440953,4470410,false,
2025S013023,2025-02-04T00:00:00Z,16:45:00,"Call. Antonio Lopez, 217a",217A,12,Usera,Colision Fronto-lateral,,Turismo,Pasajero,10-14,M,,,440953,4470410,false,
2025S013041,2025-02-04T00:00:00Z,18:30:00,Avda. America / Call. Francisco Silvela,2,4,Salamanca,Alcance,Despejado,Motocicleta hasta 125cc,Conductor,30-34,M,7,Asistencia sanitaria sólo en el lugar del accidente,442550,4476530,false,
2025S013041,2025-02-04T00:00:00Z,18:30:00,Avda. America / Call. Francisco Silvela,2,4,Salamanca,Alcance,Despejado,Turismo,Conductor,45-49,F,14,Sin asistencia sanitaria,442550,4476530,false,
2025S013042,2025-02-04T00:00:00Z,18:40:00,Call. Gonzalo De Berceo / Call. Berastegui,37,15,Ciudad Lineal,Colision Fronto-lateral,,Turismo,Conductor,40-44,F,,,445612,4475448,false,
2025S013042,2025-02-04T00:00:00Z,18:40:00,Call. Gonzalo De Berceo / Call. Berastegui,37,15,Ciudad Lineal,Colision Fronto-lateral,,Turismo,Conductor,50-54,F,,,445612,4475448,false,
2025S013054,2025-02-04T00:00:00Z,19:35:00,Call. Jose Ortega Y Gasset / Call. General Diaz Porlier,53,4,Salamanca,Choque Contra Obstaculo Fijo,Despejado,Turismo,Conductor,45-49,F,14,Sin asistencia sanitaria,442586,4475709,false,
2025S013073,2025-02-04T00:00:00Z,17:00:00,"Autov. M-30, 10xl00",10XL00,13,Puente De Vallecas,Alcance,Despejado,Turismo,Conductor,25-29,M,14,Sin asistencia sanitaria,443214,4472178,false,
2025S013073,2025-02-04T00:00:00Z,17:00:00,"Autov. M-30, 10xl00",10XL00,13,Puente De Vallecas,Alcance,Despejado,Turismo,Conductor,35-39,F,14,Sin asistencia sanitaria,443214,4472178,false,
2025S013073,2025-02-04T00:00:00Z,17:00:00,"Autov. M-30, 10xl00",10XL00,13,Puente De Vallecas,Alcance,Despejado,Turismo,Conductor,45-49,F,14,Sin asistencia sanitaria,443214,4472178,false,
2025S013073,2025-02-04T00:00:00Z,17:00:00,"Autov. M-30, 10xl00",10XL00,13,Puente De Vallecas,Alcance,Despejado,Turismo,Pasajero,21-24,M,14,Sin asistencia sanitaria,443214,4472178,false,
2025S013073,2025-02-04T00:00:00Z,17:00:00,"Autov. M-30, 10xl00",10XL00,13,Puente De Vallecas,Alcance,Despejado,Turismo,Pasajero,21-24,F,1,Atención en urgencias sin posterior ingreso,443214,4472178,false,
2025S013073,2025-02-04T00:00:00Z,17:00:00,"Autov. M-30, 10xl00",10XL00,13,Puente De Vallecas,Alcance,Despejado,Turismo,Pasajero,Menor5,F,14,Sin asistencia sanitaria,443214,4472178,false,
2025S013112,2025-02-04T00:00:00Z,20:45:00,"Avda. Monasterio De Silos, 1",1,8,Fuencarral-el Pardo,Otro,Despejado,Turismo,Conductor,21-24,M,14,Sin asistencia sanitaria,439213,4483384,false,
2025S013112,2025-02-04T00:00:00Z,20:45:00,"Avda. Monasterio De Silos, 1",1,8,Fuencarral-el Pardo,Otro,Despejado,Turismo,Conductor,65-69,F,14,Sin asistencia sanitaria,439213,4483384,false,
2025S013116,2025-02-04T00:00:00Z,20:00:00,"Call. Alcala, 289",289,15,Ciudad Lineal,Alcance,Despejado,Turismo,Conductor,21-24,M,14,Sin asistencia sanitaria,444526,4475947,false,
2025S013116,2025-02-04T00:00:00Z,20:00:00,"Call. Alcala, 289",289,15,Ciudad Lineal,Alcance,Despejado,Turismo,Conductor,35-39,M,7,Asistencia sanitaria sólo en el lugar del accidente,444526,4475947,false,
2025S013116,2025-02-04T00:00:00Z,20:00:00,"Call. Alcala, 289",289,15,Ciudad Lineal,Alcance,Despejado,Turismo,Pasajero,18-20,M,14,Sin asistencia sanitaria,444526,4475947,false,
2025S013116,2025-02-04T00:00:00Z,20:00:00,"Call. Alcala, 289",289,15,Ciudad Lineal,Alcance,Despejado,Turismo,Pasajero,30-34,M,7,Asistencia sanitaria sólo en el lugar del accidente,444526,4475947,false,
2025S013152,2025-02-04T00:00:00Z,20:30:00,"Call. Leizaran, 24",24,5,Chamartin,Alcance,Despejado,Motocicleta hasta 125cc,Conductor,45-49,M,7,Asistencia sanitaria sólo en el lugar del accidente,442197,4477698,true,
2025S013152,2025-02-04T00:00:00Z,20:30:00,"Call. Leizaran, 24",24,5,Chamartin,Alcance,Despejado,Turismo,Conductor,50-54,M,14,Sin asistencia sanitaria,442197,4477698,false,
2025S013152,2025-02-04T00:00:00Z,20:30:00,"Call. Leizaran, 24",24,5,Chamartin,Alcance,Despejado,Turismo,Pasajero,45-49,F,14,Sin asistencia sanitaria,442197,4477698,false,
2025S013152,2025-02-04T00:00:00Z,20:30:00,"Call. Leizaran, 24",24,5,Chamartin,Alcance,Despejado,Turismo,Pasajero,50-54,F,14,Sin asistencia sanitaria,442197,4477698,false,
2025S013152,2025-02-04T00:00:00Z,20:30:00,"Call. Leizaran, 24",24,5,Chamartin,Alcance,Despejado,Turismo,Pasajero,Más74,F,14,Sin asistencia sanitaria,442197,4477698,false,
2025S013152,2025-02-04T00:00:00Z,20:30:00,"Call. Leizaran, 24",24,5,Chamartin,Alcance,Despejado,Turismo,Peatón,Más74,M,14,Sin asistencia sanitaria,442197,4477698,false,
2025S013161,2025-02-04T00:00:00Z,15:55:00,Paseo. Castellana / Avda. General Peron,97,6,Tetuan,Alcance,Despejado,Turismo,Conductor,21-24,F,14,Sin asistencia sanitaria,441420,4478222,false,
2025S013161,2025-02-04T00:00:00Z,15:55:00,Paseo. Castellana / Avda. General Peron,97,6,Tetuan,Alcance,Despejado,Turismo,Conductor,40-44,M,14,Sin asistencia sanitaria,441420,4478222,false,
2025S013161,2025-02-04T00:00:00Z,15:55:00,Paseo. Castellana / Avda. General Peron,97,6,Tetuan,Alcance,Despejado,Turismo,Pasajero,25-29,F,7,Asistencia sanitaria sólo en el lugar del accidente,441420,4478222,false,
2025S013162,2025-02-04T00:00:00Z,15:00:00,Call. Atocha / Paseo. Prado,127,1,Centro,Colision Frontal,Despejado,Furgoneta,Conductor,45-49,M,,,441244,4473451,false,
2025S013162,2025-02-04T00:00:00Z,15:00:00,Call. Atocha / Paseo. Prado,127,1,Centro,Colision Frontal,Despejado,Turismo,Conductor,50-54,F,,,441244,4473451,false,
2025S013163,2025-02-04T00:00:00Z,20:45:00,"Call. Salvador De Madariaga, 22",22,15,Ciudad Lineal,Colision Fronto-lateral,Despejado,Motocicleta hasta 125cc,Conductor,25-29,M,7,Asistencia sanitaria sólo en el lugar del accidente,444239,4476495,false,
2025S013163,2025-02-04T00:00:00Z,20:45:00,"Call. Salvador De Madariaga, 22",22,15,Ciudad Lineal,Colision Fronto-lateral,Despejado,Turismo,Conductor,21-24,M,14,Sin asistencia sanitaria,444239,4476495,false,
2025S013165,2025-02-04T00:00:00Z,20:50:00,M30 Calzada Exterior Dirección Norte Salida 5a,0,2,Arganzuela,Alcance,Despejado,Turismo,Conductor,40-44,M,,,441950,4470612,false,
2025S013165,2025-02-04T00:00:00Z,20:50:00,M30 Calzada Exterior Dirección Norte Salida 5a,0,2,Arganzuela,Alcance,Despejado,Turismo,Conductor,50-54,M,,,441950,4470612,false,
2025S013165,2025-02-04T00:00:00Z,20:50:00,M30 Calzada Exterior Dirección Norte Salida 5a,0,2,Arganzuela,Alcance,Despejado,Turismo,Pasajero,30-34,F,,,441950,4470612,false,
2025S013173,2025-02-04T00:00:00Z,19:30:00,"Call. San Rosendo, 1e",1E,20,San Blas-canillejas,Choque Contra Obstaculo Fijo,,Turismo,Conductor,Desconocido,Desconocido,,,447974,4476684,false,
2025S013175,2025-02-04T00:00:00Z,22:05:00,"Paseo. Pintor Rosales, 2",2,9,Moncloa-aravaca,Colision Lateral,Despejado,Otros vehículos con motor,Conductor,55-59,M,7,Asistencia sanitaria sólo en el lugar del accidente,439163,4475206,false,
2025S013175,2025-02-04T00:00:00Z,22:05:00,"Paseo. Pintor Rosales, 2",2,9,Moncloa-aravaca,Colision Lateral,Despejado,Turismo,Conductor,25-29,M,14,Sin asistencia sanitaria,439163,4475206,false,
2025S013314,2025-02-04T00:00:00Z,13:26:00,"Avda. Trece Rosas, 5",5,15,Ciudad Lineal,Choque Contra Obstaculo Fijo,Despejado,Turismo,Conductor,35-39,M,,,445099,4475176,false,
2025S013477,2025-02-04T00:00:00Z,21:40:00,Call. Anoeta / Avda. Andalucia,3,17,Villaverde,Alcance,,Turismo,Conductor,35-39,M,,,441121,4467111,false,
2025S013477,2025-02-04T00:00:00Z,21:40:00,Call. Anoeta / Avda. Andalucia,3,17,Villaverde,Alcance,,Turismo,Conductor,60-64,M,,,441121,4467111,false,
2025S013254,2025-02-05T00:00:00Z,5:05:00,"Call. Cantueso, 52",52,6,Tetuan,Alcance,,Furgoneta,Conductor,30-34,M,,,440244,4479906,true,
2025S013254,2025-02-05T00:00:00Z,5:05:00,"Call. Cantueso, 52",52,6,Tetuan,Alcance,,Furgoneta,Conductor,50-54,M,,,440244,4479906,false,
2025S013258,2025-02-05T00:00:00Z,5:45:00,"Call. Felipe Castro, 26",26,12,Usera,Choque Contra Obstaculo Fijo,Despejado,Camión rígido,Conductor,Desconocido,Desconocido,,,439838,4470652,false,
2025S013258,2025-02-05T00:00:00Z,5:45:00,"Call. Felipe Castro, 26",26,12,Usera,Choque Contra Obstaculo Fijo,Despejado,Turismo,Conductor,21-24,M,,,439838,4470652,false,
2025S013258,2025-02-05T00:00:00Z,5:45:00,"Call. Felipe Castro, 26",26,12,Usera,Choque Contra Obstaculo Fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,,,439838,4470652,false,
2025S013275,2025-02-05T00:00:00Z,6:45:00,A-42 Km 5.600,+00600E,12,Usera,Alcance,Despejado,Turismo,Conductor,35-39,M,,,438847,4468820,false,
2025S013275,2025-02-05T00:00:00Z,6:45:00,A-42 Km 5.600,+00600E,12,Usera,Alcance,Despejado,Turismo,Conductor,35-39,F,,,438847,4468820,false,
2025S013315,2025-02-05T00:00:00Z,9:10:00,"Call. Antonio Lopez, 164",164,12,Usera,Colision Lateral,Despejado,Furgoneta,Conductor,50-54,M,14,Sin asistencia sanitaria,440546,4471166,false,
2025S013315,2025-02-05T00:00:00Z,9:10:00,"Call. Antonio Lopez, 164",164,12,Usera,Colision Lateral,Despejado,Turismo,Conductor,35-39,M,14,Sin asistencia sanitaria,440546,4471166,false,
2025S013315,2025-02-05T00:00:00Z,9:10:00,"Call. Antonio Lopez, 164",164,12,Usera,Colision Lateral,Despejado,Turismo,Pasajero,35-39,F,14,Sin asistencia sanitaria,440546,4471166,false,
2025S013316,2025-02-05T00:00:00Z,9:30:00,"Call. Estocolmo, 91",91,20,San Blas-canillejas,Choque Contra Obstaculo Fijo,Despejado,Motocicleta hasta 125cc,Conductor,30-34,M,7,Asistencia sanitaria sólo en el lugar del accidente,448958,4476009,false,
2025S013316,2025-02-05T00:00:00Z,9:30:00,"Call. Estocolmo, 91",91,20,San Blas-canillejas,Choque Contra Obstaculo Fijo,Despejado,Turismo,Conductor,21-24,F,14,Sin asistencia sanitaria,448958,4476009,false,
2025S013317,2025-02-05T00:00:00Z,8:30:00,Call. Sinesio Delgado / Call. Valdeverdeja,84,9,Moncloa-aravaca,Colision Frontal,Despejado,Motocicleta > 125cc,Conductor,18-20,M,1,Atención en urgencias sin posterior ingreso,439463,4479879,false,
2025S013317,2025-02-05T00:00:00Z,8:30:00,Call. Sinesio Delgado / Call. Valdeverdeja,84,9,Moncloa-aravaca,Colision Frontal,Despejado,Turismo,Conductor,45-49,M,14,Sin asistencia sanitaria,439463,4479879,false,
2025S013318,2025-02-05T00:00:00Z,9:42:00,Paseo. Recoletos / Call. Prim,19,1,Centro,Caida,Despejado,Motocicleta hasta 125cc,Conductor,30-34,F,14,Sin asistencia sanitaria,441266,4474815,false,
2025S013318,2025-02-05T00:00:00Z,9:42:00,Paseo. Recoletos / Call. Prim,19,1,Centro,Caida,Despejado,Motocicleta hasta 125cc,Conductor,40-44,M,3,Ingreso superior a 24 horas,441266,4474815,false,false
2025S013332,2025-02-05T00:00:00Z,11:05:00,Call. Serrano / Avda. Concha Espina,197,5,Chamartin,Colision Lateral,Despejado,Autobús,Conductor,35-39,M,14,Sin asistencia sanitaria,442202,4478089,false,
2025S013332,2025-02-05T00:00:00Z,11:05:00,Call. Serrano / Avda. Concha Espina,197,5,Chamartin,Colision Lateral,Despejado,Turismo,Conductor,45-49,F,14,Sin asistencia sanitaria,442202,4478089,false,
2025S013360,2025-02-05T00:00:00Z,11:00:00,Avda. Oporto / Call. Elvas,37,11,Carabanchel,Caida,Despejado,Motocicleta hasta 125cc,Conductor,25-29,F,2,Ingreso inferior o igual a 24 horas,438461,4470807,false,
2025S013360,2025-02-05T00:00:00Z,11:00:00,Avda. Oporto / Call. Elvas,37,11,Carabanchel,Caida,Despejado,Turismo,Conductor,30-34,M,14,Sin asistencia sanitaria,438461,4470807,false,
2025S013373,2025-02-05T00:00:00Z,10:35:00,"Call. San Bernardino, 22",22,1,Centro,Choque Contra Obstaculo Fijo,,Camión rígido,Conductor,35-39,M,,,439643,4475246,false,
2025S013373,2025-02-05T00:00:00Z,10:35:00,"Call. San Bernardino, 22",22,1,Centro,Choque Contra Obstaculo Fijo,,Todo terreno,Conductor,40-44,M,,,439643,4475246,false,
2025S013391,2025-02-05T00:00:00Z,11:00:00,"Call. General Aranaz, 3",3,15,Ciudad Lineal,Colision Fronto-lateral,Despejado,Furgoneta,Conductor,40-44,M,,,446078,4476680,false,
2025S013391,2025-02-05T00:00:00Z,11:00:00,"Call. General Aranaz, 3",3,15,Ciudad Lineal,Colision Fronto-lateral,Despejado,Turismo,Conductor,50-54,M,,,446078,4476680,false,
2025S013391,2025-02-05T00:00:00Z,11:00:00,"Call. General Aranaz, 3",3,15,Ciudad Lineal,Colision Fronto-lateral,Despejado,Turismo,Conductor,Desconocido,Desconocido,,,446078,4476680,false,
2025S013397,2025-02-05T00:00:00Z,11:30:00,Call. Joaquin Turina / Call. Los Navalmorales,70,11,Carabanchel,Atropello A Persona,Despejado,Turismo,Conductor,45-49,F,14,Sin asistencia sanitaria,435543,4469351,false,
2025S013397,2025-02-05T00:00:00Z,11:30:00,Call. Joaquin Turina / Call. Los Navalmorales,70,11,Carabanchel,Atropello A Persona,Despejado,Turismo,Peatón,Más74,F,2,Ingreso inferior o igual a 24 horas,435543,4469351,false,
2025S013399,2025-02-05T00:00:00Z,9:55:00,"Autov. M-30, 15rr25",15RR25,11,Carabanchel,Alcance,Se desconoce,Furgoneta,Conductor,60-64,M,14,Sin asistencia sanitaria,439576,4472151,false,
2025S013399,2025-02-05T00:00:00Z,9:55:00,"Autov. M-30, 15rr25",15RR25,11,Carabanchel,Alcance,Se desconoce,Furgoneta,Pasajero,35-39,F,14,Sin asistencia sanitaria,439576,4472151,false,
2025S013399,2025-02-05T00:00:00Z,9:55:00,"Autov. M-30, 15rr25",15RR25,11,Carabanchel,Alcance,Se desconoce,Furgoneta,Pasajero,55-59,F,,,439576,4472151,false,
2025S013399,2025-02-05T00:00:00Z,9:55:00,"Autov. M-30, 15rr25",15RR25,11,Carabanchel,Alcance,Se desconoce,Turismo,Conductor,Desconocido,Desconocido,,,439576,4472151,false,
2025S013405,2025-02-05T00:00:00Z,11:54:00,"Call. Marcelino Castillo, 11",11,10,Latina,Alcance,Despejado,Turismo,Conductor,50-54,F,,,436919,4471584,false,
