fecha,cod_municipio,municipio,cod_distrito,distrito,same_as_wikidata_distrito,cod_barrio,barrio,num_personas,num_personas_hombres,num_personas_mujeres
2023-01-01T00:00:00Z,28079,madrid,20,San Blas-canillejas,https://www.wikidata.org/entity/Q2001937,20,sanblas-canillejas,161219,76154,85065
2023-01-01T00:00:00Z,28079,madrid,21,Barajas,https://www.wikidata.org/entity/Q807230,21,barajas,48646,23332,25314
2023-01-01T00:00:00Z,28079,madrid,1,Centro,https://www.wikidata.org/entity/Q1763376,11,palacio,23501,11557,11944
2023-01-01T00:00:00Z,28079,madrid,1,Centro,https://www.wikidata.org/entity/Q1763376,12,embajadores,46204,24094,2211
2023-01-01T00:00:00Z,28079,madrid,1,Centro,https://www.wikidata.org/entity/Q1763376,13,cortes,10816,535,5466
2023-01-01T00:00:00Z,28079,madrid,1,Centro,https://www.wikidata.org/entity/Q1763376,14,justicia,18219,9261,8958
2023-01-01T00:00:00Z,28079,madrid,1,Centro,https://www.wikidata.org/entity/Q1763376,15,universidad,32783,16269,16514
2023-01-01T00:00:00Z,28079,madrid,1,Centro,https://www.wikidata.org/entity/Q1763376,16,sol,8164,4239,3925
2023-01-01T00:00:00Z,28079,madrid,2,Arganzuela,https://www.wikidata.org/entity/Q2000929,21,imperial,22385,10421,11964
2023-01-01T00:00:00Z,28079,madrid,2,Arganzuela,https://www.wikidata.org/entity/Q2000929,22,acacias,36069,16616,19453
2023-01-01T00:00:00Z,28079,madrid,2,Arganzuela,https://www.wikidata.org/entity/Q2000929,23,chopera,19761,8992,10769
2023-01-01T00:00:00Z,28079,madrid,2,Arganzuela,https://www.wikidata.org/entity/Q2000929,24,legazpi,19468,9508,996
2023-01-01T00:00:00Z,28079,madrid,2,Arganzuela,https://www.wikidata.org/entity/Q2000929,25,delicias,28575,13463,15112
2023-01-01T00:00:00Z,28079,madrid,2,Arganzuela,https://www.wikidata.org/entity/Q2000929,26,palosdemoguer,25097,11797,133
2023-01-01T00:00:00Z,28079,madrid,2,Arganzuela,https://www.wikidata.org/entity/Q2000929,27,atocha,1949,957,992
2023-01-01T00:00:00Z,28079,madrid,3,Retiro,https://www.wikidata.org/entity/Q2002296,31,pacifico,33027,14809,18218
2023-01-01T00:00:00Z,28079,madrid,3,Retiro,https://www.wikidata.org/entity/Q2002296,32,adelfas,18832,8699,10133
2023-01-01T00:00:00Z,28079,madrid,3,Retiro,https://www.wikidata.org/entity/Q2002296,33,estrella,22649,10393,12256
2023-01-01T00:00:00Z,28079,madrid,3,Retiro,https://www.wikidata.org/entity/Q2002296,34,ibiza,21492,9568,11924
2023-01-01T00:00:00Z,28079,madrid,3,Retiro,https://www.wikidata.org/entity/Q2002296,35,losjeronimos,6825,3177,3648
2023-01-01T00:00:00Z,28079,madrid,3,Retiro,https://www.wikidata.org/entity/Q2002296,36,ninojesus,15093,6812,8281
2023-01-01T00:00:00Z,28079,madrid,4,Salamanca,https://www.wikidata.org/entity/Q1773521,41,recoletos,15444,6966,8478
2023-01-01T00:00:00Z,28079,madrid,4,Salamanca,https://www.wikidata.org/entity/Q1773521,42,goya,29477,12872,16605
2023-01-01T00:00:00Z,28079,madrid,4,Salamanca,https://www.wikidata.org/entity/Q1773521,43,fuentedelberro,20929,9129,118
2023-01-01T00:00:00Z,28079,madrid,4,Salamanca,https://www.wikidata.org/entity/Q1773521,44,guindalera,41964,19006,22958
2023-01-01T00:00:00Z,28079,madrid,4,Salamanca,https://www.wikidata.org/entity/Q1773521,45,lista,20969,9056,11913
2023-01-01T00:00:00Z,28079,madrid,4,Salamanca,https://www.wikidata.org/entity/Q1773521,46,castellana,16919,7423,9496
2023-01-01T00:00:00Z,28079,madrid,5,Chamartín,https://www.wikidata.org/entity/Q1766348,51,elviso,17274,781,9464
2023-01-01T00:00:00Z,28079,madrid,5,Chamartín,https://www.wikidata.org/entity/Q1766348,52,prosperidad,36027,16072,19955
